step,timestamp,altitude_m,pitch_deg,roll_deg,heading_deg,latitude,longitude,airspeed_kts,reward,episode,total_reward
1,6.43211030960083,99.44895935058594,2.176478624343872,3.0550806522369385,180.43960571289062,47.463626861572266,-122.31787109375,0.0,-0.6110161304473878,2,0.0
2,6.9326491355896,99.44825744628906,2.313009738922119,3.0433456897735596,180.49276733398438,47.463626861572266,-122.31787109375,0.0,6.805154466629029,2,0.0
3,7.533674240112305,99.45038604736328,1.9292715787887573,3.017270803451538,180.47413635253906,47.463626861572266,-122.31787109375,0.0,2.5977479934692385,2,0.0
4,8.098442792892456,99.45184326171875,1.8669008016586304,3.083669662475586,179.01022338867188,47.463626861572266,-122.31787109375,0.0,-0.545680082961917,2,0.0
5,8.778435707092285,99.45317840576172,2.2344701290130615,3.0587291717529297,177.41766357421875,47.463623046875,-122.31786346435547,0.0,-0.6117458343505859,2,0.0
6,9.58980917930603,99.45469665527344,1.9943093061447144,3.0471737384796143,179.62266540527344,47.463623046875,-122.31787109375,0.0,-0.6094347476959229,2,0.0
7,10.412785291671753,99.45330810546875,2.0808024406433105,3.0875158309936523,182.6753692626953,47.463623046875,-122.31787109375,0.0,9.38249683380127,2,0.0
8,11.143892526626587,99.45870208740234,1.269233226776123,3.081207752227783,181.57640075683594,47.463623046875,-122.31787109375,0.0,-0.6162415504455567,2,0.0
9,11.97318434715271,99.46438598632812,1.8515502214431763,3.1349775791168213,179.58868408203125,47.463619232177734,-122.31787109375,0.0,9.373004484176636,2,0.0
10,12.962588548660278,99.4757080078125,2.4282052516937256,3.0987470149993896,180.03793334960938,47.4636116027832,-122.31787109375,0.0,-0.619749402999878,2,0.0
11,18.52095055580139,99.49829864501953,1.6325873136520386,3.128993272781372,185.7222900390625,47.463600158691406,-122.31787109375,0.0,9.374201345443726,2,0.0
12,19.04837727546692,99.3471908569336,1.2293983697891235,3.711494207382202,207.3556365966797,47.46337127685547,-122.31803131103516,0.0,-0.7422988414764404,2,0.0
13,19.53238844871521,99.30399322509766,1.3986986875534058,3.923321485519409,201.04354858398438,47.46332550048828,-122.31806182861328,2.0980722904205322,2.441889870166779,2,0.0
14,20.02285385131836,99.27412414550781,2.805164098739624,4.034366607666016,193.26101684570312,47.46328353881836,-122.31807708740234,3.4218387603759766,0.9809318065643311,2,0.0
15,20.517767667770386,99.28485870361328,0.7504105567932129,3.6712329387664795,186.0340118408203,47.4632453918457,-122.3180923461914,4.0366291999816895,-0.33058366775512704,2,0.0
16,20.984506845474243,99.31428527832031,0.37373825907707214,3.3114354610443115,187.05906677246094,47.46320343017578,-122.31809997558594,3.4522652626037598,-0.3170605659484864,2,0.0
17,21.4764666557312,99.32518768310547,1.066221833229065,2.9470059871673584,189.5779266357422,47.463172912597656,-122.31810760498047,2.3395087718963623,-0.3554503202438355,2,0.0
18,22.059382915496826,99.3303451538086,-0.14281216263771057,2.8574655055999756,194.97415161132812,47.463134765625,-122.318115234375,0.8878841400146484,7.387127232551575,2,0.0
19,22.592817068099976,99.28932189941406,-1.36518132686615,3.209246873855591,200.0826873779297,47.463096618652344,-122.31813049316406,0.0,9.358150625228882,2,0.0
20,23.361243724822998,99.22743225097656,-0.87824547290802,3.0603857040405273,207.1973419189453,47.46306610107422,-122.31815338134766,0.0,-0.6120771408081055,2,0.0
21,23.97789454460144,99.10335540771484,-0.6738287806510925,2.1015336513519287,223.27890014648438,47.46303176879883,-122.31819152832031,0.0,-0.4203067302703858,2,0.0
22,24.617457389831543,98.96849822998047,-2.1214325428009033,2.0199263095855713,231.70504760742188,47.46300506591797,-122.31822967529297,0.0,9.596014738082886,2,0.0
23,25.371387481689453,98.73955535888672,-1.748800277709961,2.0393552780151367,237.2496337890625,47.46297836303711,-122.31828308105469,0.0,-0.4078710556030274,2,0.0
24,25.986850023269653,98.51011657714844,-3.0345563888549805,0.5495492815971375,251.1644287109375,47.462955474853516,-122.31834411621094,0.0,-0.1099098563194275,2,0.0
25,26.473660469055176,98.35759735107422,-2.823946237564087,0.3998062014579773,258.5059814453125,47.462947845458984,-122.31839752197266,0.0,9.723544895648956,2,0.0
26,26.957255601882935,98.25603485107422,-2.538970947265625,0.6235683560371399,259.52728271484375,47.46294021606445,-122.31842803955078,0.0,-0.12471367120742799,2,0.0
27,27.439626932144165,98.15138244628906,-1.6691863536834717,0.9666333198547363,261.03985595703125,47.46293640136719,-122.31846618652344,0.0,-0.19332666397094728,2,0.0
28,27.91974949836731,98.05305480957031,-2.0795578956604004,0.7960653901100159,262.6773681640625,47.46293258666992,-122.31849670410156,0.0,-0.15921307802200318,2,0.0
29,28.49677872657776,97.95608520507812,-1.7715595960617065,0.4200190305709839,262.1965637207031,47.46293258666992,-122.31852722167969,0.0,8.700399994850159,2,0.0
30,28.94975733757019,97.86087799072266,-2.837923049926758,0.46314480900764465,263.0252380371094,47.462928771972656,-122.31856536865234,0.0,9.907371038198471,2,0.0
31,29.516057014465332,97.7804946899414,-2.1110641956329346,0.5444357991218567,267.0332336425781,47.46292495727539,-122.31859588623047,0.0,-0.10888715982437135,2,0.0
