step,timestamp,altitude_m,pitch_deg,roll_deg,heading_deg,latitude,longitude,airspeed_kts,reward,episode,total_reward
1,9.598278522491455,99.44903564453125,2.169445276260376,3.075058937072754,180.44175720214844,47.463626861572266,-122.31787109375,0.0,-0.6150117874145509,2,0.0
2,10.600156307220459,99.44915771484375,2.206690788269043,3.0419230461120605,180.50340270996094,47.463626861572266,-122.31787109375,0.0,9.391615390777588,2,0.0
3,11.17506742477417,99.45506286621094,1.0152068138122559,3.030421495437622,182.80015563964844,47.463626861572266,-122.31787109375,0.0,-0.6060842990875245,2,0.0
4,12.139702796936035,99.45973205566406,0.004178554750978947,3.282911539077759,189.6329345703125,47.463623046875,-122.31787109375,0.0,-0.6565823078155518,2,0.0
5,13.317019701004028,99.45133209228516,1.646385908126831,3.2054872512817383,190.27099609375,47.463623046875,-122.31787109375,0.0,9.358902549743652,2,0.0
6,14.17432188987732,99.45991516113281,-0.8406385779380798,3.152376174926758,197.37158203125,47.463619232177734,-122.31787109375,0.0,2.65589599609375,2,0.0
7,15.52780795097351,99.4496841430664,-0.06400811672210693,3.200059175491333,206.6148223876953,47.4636116027832,-122.31787872314453,0.0,-0.6400118350982666,2,0.0
8,16.152708292007446,99.44751739501953,0.5729081630706787,3.371504306793213,188.00802612304688,47.463592529296875,-122.31788635253906,0.0,-0.6743008613586426,2,0.0
9,22.52444553375244,99.45133972167969,2.9166674613952637,2.924377679824829,173.87603759765625,47.46358871459961,-122.31788635253906,0.0,-0.5848755359649659,2,0.0
10,24.062613010406494,99.45613861083984,2.5879666805267334,2.8808486461639404,172.0815887451172,47.46358871459961,-122.31788635253906,0.0,9.423830270767212,2,0.0
11,24.942517042160034,99.47203063964844,0.20554988086223602,3.0820505619049072,180.03981018066406,47.463584899902344,-122.31788635253906,0.0,-0.6164101123809815,2,0.0
12,25.632724046707153,99.47704315185547,1.3403960466384888,3.15507435798645,175.59805297851562,47.46357727050781,-122.31788635253906,0.0,9.223576021194457,2,0.0
13,26.242909908294678,99.47777557373047,1.6742597818374634,2.8622586727142334,172.3802032470703,47.46357727050781,-122.31788635253906,0.0,-0.5724517345428467,2,0.0
14,26.994170427322388,99.4786148071289,1.5541400909423828,3.0182671546936035,176.45306396484375,47.46357727050781,-122.31788635253906,0.0,-0.6036534309387207,2,0.0
15,28.010838508605957,99.47200012207031,2.5607991218566895,3.002480983734131,178.16416931152344,47.46357727050781,-122.31788635253906,0.0,2.197522258758545,2,0.0
