step,timestamp,altitude_m,pitch_deg,roll_deg,heading_deg,latitude,longitude,airspeed_kts,reward,episode,total_reward
1,1.628458023071289,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
2,1.7211945056915283,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
3,1.81492018699646,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
4,1.9070765972137451,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
5,2.0044009685516357,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
6,2.1053144931793213,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
7,2.2103307247161865,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
8,2.3072893619537354,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
9,2.5770578384399414,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
10,2.689072370529175,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
11,2.7800099849700928,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
12,2.8675339221954346,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
13,2.9630911350250244,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
14,3.0478999614715576,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
15,3.145676851272583,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
16,3.2395119667053223,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
17,3.3279759883880615,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
18,3.412946939468384,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
19,3.5002903938293457,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
20,3.607682943344116,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
21,3.705676794052124,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
22,3.8208372592926025,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
23,3.9199752807617188,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
24,4.014145851135254,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
25,4.105715990066528,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
26,4.196994066238403,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
27,4.296106815338135,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
28,4.544815301895142,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
29,4.679663181304932,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
30,4.76932692527771,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
31,4.863909721374512,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
32,4.965167999267578,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
33,5.0759851932525635,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
34,5.164606809616089,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
35,5.257603883743286,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
36,5.359551429748535,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
37,5.462909460067749,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
38,5.5819993019104,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
39,5.701688289642334,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
40,5.829328775405884,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
41,5.973942518234253,5000.5498046875,5.574390888214111,-1.196275234222412,89.93920135498047,37.62131118774414,-122.37864685058594,98.69871520996094,3.0,2,0.0
